CNPJ_Fundo;Data_Referencia;Versao;Data_Informacao_Numero_Cotistas;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Numero_Cotistas_Pessoa_Juridica_Nao_Financeira;Numero_Cotistas_Banco_Comercial;Numero_Cotistas_Corretora_Distribuidora;Numero_Cotistas_Outras_Pessoas_Juridicas_Financeira;Numero_Cotistas_Investidores_Nao_Residentes;Numero_Cotistas_Entidade_Aberta_Previdencia_Complementar;Numero_Cotistas_Entidade_Fechada_Previdência_Complementar;Numero_Cotistas_Regime_Proprio_Previdencia_Servidores_Publicos;Numero_Cotistas_Sociedade_Seguradora_Resseguradora;Numero_Cotistas_Sociedade_Capitalizacao_Arrendamento_Mercantil;Numero_Cotistas_FII;Numero_Cotistas_Outros_Fundos;Numero_Cotistas_Distribuidores_Fundo;Numero_Cotistas_Outros_Tipos;Valor_Ativo;Patrimonio_Liquido;Cotas_Emitidas;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Despesas_Agente_Custodiante;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes
17.007.443/0001-07;2016-11-01;1;2016-11-30;63;;;;;;;;;;;;;;;;73552339.33;72088953.95;18113;3979.95660299233;0.0002403;0;0.0080673;0.000779;0.0072883;
17.007.443/0001-07;2016-12-01;1;2016-12-30;63;62;;;;;1;;;;;;;;;;73570355.43;72165780.03;18113;3984.19809142605;0.00024;0;0.0083476;0.001065;0.0072826;
17.007.528/0001-95;2016-10-01;1;2016-10-31;8;;;;;;;;;;;;;;;;55653111.38;14211736.73;10201.20608;1393.14279297453;0.000379967635384138;0.000168874504615172;-0.00732;-0.00732;;
17.007.528/0001-95;2016-11-01;1;2016-11-30;8;;;;;;;;;;;;;;;;55638832.57;14131227.94;10201.20608;1385.25070753203;0.0003821323;0.00016983662;-0.005664;-0.005664;;
17.007.528/0001-95;2016-12-01;1;2016-12-30;8;7;1;;;;;;;;;;;;;;55625281.31;14128970.47;10201.20608;1385.02941311034;0.00038218;0.0001698623;-0.000159;-0.000159;;
17.035.124/0001-05;2016-10-01;1;2016-10-31;1;;;;;;;;;;;;;;;;131498488.3;13954920.45;1000;13954.92045;0.000652300386277014;0.000652300386277014;0.019713;0.019713;;
17.035.124/0001-05;2016-11-01;1;2016-11-30;1;;;;;;;;;;;;;;;;131614658.52;14217110;1000;14217.11;0.00064027;0.00064027;0.018788;0.018788;;
17.035.124/0001-05;2016-12-01;1;2016-12-30;1;;;;;;;;;;;;;1;;;131692034.49;14406627.53;1000;14406.62753;0.00063184253;0.00063184253;0.01333;0.01333;;
17.156.502/0001-09;2016-10-01;1;;338;;;;;;;;;;;;;;;;109940509.62;109796773.76;1000000;109.79677376;7.90961309936399E-05;7.90650736147823E-05;0.00738309182645058;0.00738309182645058;0;0
17.156.502/0001-09;2016-11-01;1;;439;;;;;;;;;;;;;;;;110815117.36;110664283.22;1000000;110.66428322;7.9E-05;7.9E-05;0.007901;0.007901;0;0
17.156.502/0001-09;2016-12-01;2;2016-12-30;385;371;;;1;;;;;;;;2;11;;;111645418.02;104888046.08;1000000;104.88804608;9.2E-05;9.2E-05;0.007444;-0.052196;0.05964;0
17.161.979/0001-82;2016-11-01;1;;50;;;;;;;;;;;;;;;;66470758.83;66416483.45;636000;104.428433097484;0.001216;0.000412;0.042305;0.008317;0.033988;0
17.161.979/0001-82;2016-12-01;1;2016-12-31;50;44;6;;;;;;;;;;;;;;85570598.9;84860341.48;636000;133.428209874214;0.00108339771436894;0.000354516249585094;0.286127;0.2777;0.008427;0
17.198.404/0001-34;2016-10-01;1;2016-10-31;1;;;;;;;;;;;;;;;;5381043.91;5365572.77;11.6213785;461698.478368982;0.00124680444880072;;-0.00188;-0.00188;;
17.198.404/0001-34;2016-11-01;1;2016-11-30;1;;;;;;;;;;;;;;;;5372363.78;5357839.47;11.6213785;461033.040959814;0.001005991;;-0.001441;-0.001441;;
17.198.404/0001-34;2016-12-01;1;2016-12-30;1;;;;;;;;;;;;;1;;;5364333.35;5348708.57;11.6213785;460247.34243016;0.001007701;;-0.001704;-0.001704;;
17.198.500/0001-82;2016-12-01;2;2016-12-30;1;;;;;;;;;;;;;1;;;134977305.25;133086127.94;47500;2801.81321978947;0.000188;2.4E-05;0.238236;0.221142;0.017094;0
17.209.378/0001-00;2016-10-01;1;;139;;;;;;;;;;;;;;;;131298503.11;131016353.28;124104;1055.6980700058;0.001109;8E-06;0.001351;0.001351;0;0
17.209.378/0001-00;2016-11-01;2;;139;;;;;;;;;;;;;;;;137885666.99;136466996.15;124104;1099.61803124799;0.001066;8E-06;0.041603;0.041603;0;0
17.209.378/0001-00;2016-12-01;3;2016-12-30;139;137;;;;;;;2;;;;;;;;138018554.36;136912975.48;124104;1103.21162476633;0.001218;9E-06;0.003268;0.003268;0;0
17.211.882/0001-37;2016-10-01;1;2016-10-31;15;;;;;;;;;;;;;;;;24116017.26;20884036.88;19468.75;1072.69531325843;0.000766;;0.000474;0.000474;;
17.211.882/0001-37;2016-11-01;1;2016-11-30;15;;;;;;;;;;;;;;;;24112889.96;20888909.58;19468.75;1072.94559640449;0.000766;;0.000233;0.000233;;
17.211.882/0001-37;2016-12-01;1;2016-12-30;15;13;;;;;;;;;;;;;;2;24133790.3;20901809.92;19468.75;1073.60821418941;0.000765;;0.000618;0.000618;;
17.216.625/0001-98;2016-10-01;1;2016-10-31;70;;;;;;;;;;;;;;;;53063638.96;52939818.02;55000;962.542145818182;0.00189283612501545;8.21043623224755E-05;0.001727;0.001727;;
17.216.625/0001-98;2016-11-01;1;2016-11-30;68;;;;;;;;;;;;;;;;53156693.82;53028691.48;55000;964.158026909091;0.0018896;8.1E-05;0.001683;0.001683;;
17.216.625/0001-98;2016-12-01;1;2016-12-30;68;62;1;;;;;;;;;;1;4;;;53477068.67;53335792.74;55000;969.741686181818;0.0020666616;5.6247E-05;0.005787;0.005787;;
17.308.805/0001-08;2016-12-01;1;2016-12-31;1;;;;;;;;;;;;;1;;;196273734.19;196812783.32;156630;1256.54589363468;0.000885;;0.230154;0.230154;;
17.311.079/0001-74;2016-12-01;1;2016-12-30;13;;;;;;;;1;7;;;;3;;2;102790606.82;98999109.57;1429740;69.2427361408368;0.0005;;-0.129238;-0.138717;0.009479;
17.331.883/0001-15;2016-11-01;1;2016-11-30;1;;;;;;;;;;;;;;;;113058132.41;48043867.23;30;1601462.241;8.6E-05;4.3E-05;0.009775;0.009775;;
17.331.883/0001-15;2016-12-01;1;2016-12-30;1;;;;;1;;;;;;;;;;;113037683.9;48421739.66;30;1614057.98866667;1.720991E-06;8.6049E-05;0.007865;0.007865;;
17.489.157/0001-25;2016-10-01;1;2016-10-31;19;;;;;;;;;;;;;;;;10866389.53;10820979.04;600000;18.0349650666667;0.000554478479056365;0.000554464617094388;-0.005705;-0.005705;;
17.489.157/0001-25;2016-11-01;1;2016-11-30;19;;;;;;;;;;;;;;;;5432923.08;5424660.14;600000;9.04110023333334;0;0;-0.49869;-0.49869;;
17.568.605/0001-86;2016-12-01;1;2016-12-31;1;;;;;;;;;;;;;1;;;240586082.61;240141741.93;215770927;1.1129476304748;0.000184;;0.097997;0.097997;;
17.590.518/0001-25;2016-10-01;1;2016-10-31;1841;;;;;;;;;;;;;;;;234084641.69;231789831.89;2591500;89.4423430021223;0.000119073773749912;0;0.00922198908349632;-9.5E-05;0.00931698908349632;0
17.590.518/0001-25;2016-11-01;1;2016-11-30;1950;;;;;;;;;;;;;;;;233741149.53;231479820.19;2591500;89.3227166467297;0.00011922296283688;4.59003294165294E-05;0.007992;-0.001337;0.009329;0
17.590.518/0001-25;2016-12-01;2;2016-12-30;2053;2045;4;0;0;0;0;0;0;0;1;0;1;2;0;0;233795548.4;231529171.55;2591500;89.3417601967972;6.9E-05;4.6E-05;0.00948202633900978;0.000154;0.00932802633900978;0
17.655.122/0001-19;2016-10-01;1;2016-10-31;1;;;;;;;;;;;;;;;;39195020.3;39185020.3;34.79484834;1126173.04484564;0.000255;0;0.003102;0.003102;0;0
17.655.122/0001-19;2016-11-01;1;2016-11-30;1;;;;;;;;;;;;;;;;39279646.07;39269646.07;34.79484834;1128605.17988968;0.000255;0;0.003819;0.003819;0;0
17.655.122/0001-19;2016-12-01;1;2016-12-30;1;;;;;;;;;;;;;1;;;39253485.1;39243485.1;34.79484834;1127853.3165752;0.000255;;-0.000666;-0.000666;;
17.854.016/0001-64;2016-10-01;1;;152;;;;;;;;;;;;;;;;143550780.06;142864521.92;9412630;15.1779600302997;0.000213;5.8E-05;6E-06;6E-06;0;0
17.854.016/0001-64;2016-11-01;1;;153;;;;;;;;;;;;;;;;143614290.63;142866630.48;9412630;15.1781840442044;0.000213;5.8E-05;1.5E-05;1.5E-05;0;0
17.854.016/0001-64;2016-12-01;2;2016-12-30;154;149;5;;;;;;;;;;;;;;160053844.08;156032404.72;9412630;16.576918961013;0.00014;3.4E-05;0.092154;0.092154;0;0
18.259.637/0001-62;2016-10-01;1;2016-10-31;2;;;;;;;;;;;;;;;;9258248.11;9196113.94;72.8;126320.246428571;0.0013788900488547;;0.004416;0.004416;;
18.259.637/0001-62;2016-11-01;1;2016-11-30;2;;;;;;;;;;;;;;;;9301818.99;9234331.28;72.8;126845.20989011;0.00137318;;0.004155;0.004155;;
18.259.637/0001-62;2016-12-01;1;2016-12-30;2;1;;;;;1;;;;;;;;;;9351278.2;9281484.71;72.8;127492.921840659;0.0013661;;0.005106;0.005106;;
18.330.535/0001-96;2016-12-01;1;2016-12-30;1;;;;;;;;1;;;;;;;;253848545.11;252434940.4;474468.0348389;532.037823129036;0.000717;7.4E-05;-0.131585;-0.135615;0.00403;0
18.369.510/0001-04;2016-10-01;1;2016-10-31;4;;;;;;;;;;;;;;;;105037916.52;104938513.16;717519.6861243;146.251754745334;0.000947;;-0.00109;-0.00109;;
18.369.510/0001-04;2016-11-01;1;2016-11-30;4;;;;;;;;;;;;;;;;104957785.27;104843476.97;717519.6861243;146.119303759197;0.000947;;-0.000906;-0.000906;;
18.369.510/0001-04;2016-12-01;1;2016-12-30;4;;;;;;;;;3;;;;1;;;104949249.67;104725814.91;717519.6861243;145.955319324657;0.001042;;-0.001122;-0.001122;;
18.497.672/0001-10;2016-10-01;1;;2;;;;;;;;;;;;;;;;28690593.35;21809892.4;44646933.4989253;0.488496984916668;0.000456;0.000119;-0.00219;-0.00219;0;0
18.497.672/0001-10;2016-11-01;1;;2;;;;;;;;;;;;;;;;28562146.19;21694818.4;44646933.4989253;0.485919562662063;0.000459;8.5E-05;-0.005276;-0.005276;0;0
18.497.672/0001-10;2016-12-01;1;2016-12-30;2;;;;;;;;;;;;;2;;;28483241.74;21135040.65;44646933.4989253;0.473381685900304;0.000436;0.000123;-0.003677;-0.025802;0.022125;0
18.929.094/0001-43;2016-10-01;1;2016-10-31;1;;;;;;;;;;;;;;;;22568091.15;22390670.21;9647.36522814;2320.91039164658;0.0049;0;-0.002618;-0.002618;0;0
18.950.957/0001-64;2016-10-01;1;2016-10-31;1;;;;;;;;;;;;;;;;557191940.96;149870549.01;97843.10892;1531.74352965971;0.000370987564716869;;0.022587;0.022587;;
18.950.957/0001-64;2016-11-01;2;2016-11-30;1;;;;;;;;;;;;;;;;538365394.9;138359252.3;100423.10892;1377.76308449304;0.000386164;;-0.100526;-0.100526;;
18.950.957/0001-64;2016-12-01;1;2016-12-30;1;;;;;;;;;;;;;1;;;473735463.29;140816698.15;102573.10892;1372.84225497959;0.00040663;;-0.003571;-0.003571;;
18.979.895/0001-13;2016-12-01;1;2016-12-30;681;676;1;;;;;;;;;;;4;;;101058351.4;100072542.88;1000000;100.07254288;0.000922;3E-05;0.004653;-0.003808;0.008461;0
19.107.604/0001-60;2016-12-01;1;2016-12-30;7;;;;;;;;;6;;;;;;1;28708051.02;28657610.59;290000;98.819346862069;0.0016;;0.003484;0.003484;;
19.131.224/0001-60;2016-10-01;2;;2;;;;;;;;;;;;;;;;928493207.27;920017997.45;932.32504805;986799.613905321;2.2E-05;2.5E-05;0.001432;0.000248;0.001184;0
19.131.224/0001-60;2016-11-01;1;;2;;;;;;;;;;;;;;;;927386356.8;920011872.79;932.32504805;986793.044672828;2.2E-05;2.5E-05;0.001176;-7E-06;0.001183;0
19.131.224/0001-60;2016-12-01;1;2016-12-30;2;;;;;;2;;;;;;;;;;883769522.22;876858166.49;932.32504805;940506.927625712;2.3E-05;2.5E-05;-0.04512;-0.046906;0.001786;0
19.239.245/0001-02;2016-10-01;1;2016-10-31;1;;;;;;;;;;;;;;;;809829548.68;514353955.95;436312;1178.86731501769;5.9E-05;;0.005092;0.005092;;
19.239.245/0001-02;2016-11-01;1;2016-11-30;1;;;;;;;;;;;;;;;;828499065.72;531489532.24;436312;1218.14099140065;5.8E-05;;0.033315;0.033315;;
19.239.245/0001-02;2016-12-01;1;2016-12-30;1;;;;;;1;;;;;;;;;;836253763.22;539259732.51;436312;1235.94980772933;6.4E-05;;0.01719;0.01719;;
19.249.956/0001-50;2016-10-01;1;;51;;;;;;;;;;;;;;;;15081323.83;15029559.96;14350;1047.35609477352;0.000608;0.000143;0.008569;0.008569;0;0
19.249.956/0001-50;2016-11-01;1;;51;;;;;;;;;;;;;;;;15225927.81;15174163.94;14350;1057.4330271777;0.000602;0.000142;0.009621;0.009621;0;0
19.249.956/0001-50;2016-12-01;1;2016-12-30;51;32;18;;;;;;;;;;;1;;;15392336.19;14625865.9;14350;1019.22410452962;0.000625;0.000147;0.008611;-0.036134;0.044745;0
19.390.726/0001-06;2016-10-01;1;2016-10-31;1;;;;;;;;;;;;;;;;10057.77;10057.77;1000;10.05777;0;;-0.042624;-0.042624;;
19.390.726/0001-06;2016-11-01;1;2016-11-30;1;;;;;;;;;;;;;;;;9176.78;9176.78;1000;9.17678;0;;-0.087593;-0.087593;;
19.390.726/0001-06;2016-12-01;1;2016-12-30;1;;;;;;;;;;;;;;;1;9216.39;9216.39;1000;9.21639;0;;0.004316;0.004316;;
19.442.626/0001-86;2016-12-01;1;2016-12-31;2;;;1;;;;;;;;;;1;;;274571042.18;269155110.38;187470;1435.72363780872;0.000656;0;0.012976;-0.000941;0.013917;0
19.628.741/0001-40;2016-12-01;1;2016-12-31;1;;;;;;;;;;;;;1;;;301740894.3;303307357.42;301414000;1.0062815841998;0.00044;;0.01189;0.01189;;
19.805.989/0001-39;2016-10-01;1;2016-10-31;190;;;;;;;;;;;;;;;;437677790.88;437614844.22;437404.42966;1000.48105264998;7.9E-05;2.4E-05;0.00975;0.000481;0.009269;0
19.805.989/0001-39;2016-11-01;1;2016-11-30;177;;;;;;;;;;;;;;;;297925715.38;297863193.87;437404.42966;680.978914871833;0.000117;3.5E-05;0.009067;0.000498;0.008569;0
19.805.989/0001-39;2016-12-01;1;2016-12-30;169;169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;297630780.76;297575561.68;437404.42966;680.321326218185;8.7E-05;2.6E-05;0.010271;-0.000966;0.011237;0
20.132.453/0001-89;2016-12-01;1;2016-12-30;18;;;;;;;;;;;;;;;18;32768028.44;32671334.14;8272238.67570993;3.94951541182365;0.0007;;-0.004633;-0.004633;;
20.216.935/0001-17;2016-12-01;1;2016-12-30;362;360;;;;;;;;;1;;;1;;;91903294.93;89770671.26;820115;109.461077117234;0.0004;0;0.022332;0.013536;0.008796;0
20.265.434/0001-20;2016-10-01;1;2016-10-31;798;;;;;;;;;;;;;;;;1246423889.2;1244223863.91;1184427.8374;1050.48515799938;0.000555;2.4E-05;0.010483;0.010483;0;0
20.265.434/0001-20;2016-11-01;1;2016-11-30;798;;;;;;;;;;;;;;;;1258209583.45;1257125059.72;1184427.8374;1061.37750230489;0.000552;2.4E-05;0.010369;0.010369;0;0
20.265.434/0001-20;2016-12-01;1;2016-12-30;802;802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1273557334.04;1185028557.44;1184427.8374;1000.507181629;0.000651;2.8E-05;0.011367;-0.05735;0.068717;0
20.265.467/0001-70;2016-10-01;1;2016-10-31;12;;;;;;;;;;;;;;;;3549281.81;3503080.26;43784.9692147;80.0064570748609;0.005709;0.001998;0.102061;0.102061;0;0
20.265.467/0001-70;2016-11-01;1;2016-11-30;15;;;;;;;;;;;;;;;;9514353.28;9467097.88;132550.5857916;71.4225276596246;0.002113;0.000739;-0.10729;-0.10729;0;0
20.265.467/0001-70;2016-12-01;1;2016-12-30;50;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12399647.48;12351232.9;132550.5857916;93.1812773684681;0.001619;0.00567;0.304648;0.304648;0;0
20.748.515/0001-81;2016-10-01;1;;1;;;;;;;;;;;;;;;;151341330.64;129110383.72;126500;1020.63544442688;0.000112;2.7E-05;0.016799;0.016799;0;0
20.748.515/0001-81;2016-11-01;1;;1;;;;;;;;;;;;;;;;152649994.61;130331808.79;126500;1030.29097857708;0.000111;2.7E-05;0.00946;0.00946;0;0
20.748.515/0001-81;2016-12-01;1;2016-12-30;2;;1;;;;;;;;;;;1;;;334427755.38;255960234.98;228800;1118.70732071678;0.00066;1.5E-05;0.103147;0.085816;0.017331;0
21.408.063/0001-51;2016-10-01;1;2016-10-31;6;;;;;;;;;;;;;;;;16028557.05;16000450.57;203954.1102;78.4512288294154;0.001284;;0.014275;0.014275;;
21.408.063/0001-51;2016-11-01;1;2016-11-30;6;;;;;;;;;;;;;;;;15850321.67;15206712.41;203634.1102;74.6766462409695;0.001351;0;-0.049631;-0.049631;0;0
21.408.063/0001-51;2016-12-01;1;2016-12-30;6;5;;;;;;;;;;;;;;1;16033448.79;15876296.74;203634.1102;77.9648199626626;0.001619;;0.003417;0.003417;;
21.500.481/0001-74;2016-12-01;1;2016-12-30;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;64857981.98;64835182.2;650000;99.7464341538462;0;0;0;0;0;0
21.500.500/0001-62;2016-10-01;1;2016-10-31;1;;;;;;;;;;;;;;;;100056697.03;100004043.7;993000;100.709006747231;0.000175;7.5E-05;0.005335;0.000172;0.005163;0
21.500.500/0001-62;2016-11-01;1;2016-11-30;1;;;;;;;;;;;;;;;;100060639.93;100004016.14;993000;100.708978992951;0.00027;7.5E-05;0.004965;0;0.004965;0
21.500.500/0001-62;2016-12-01;2;2016-12-30;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;107397210.52;107338384.53;993000;108.095049879154;0.000176;7.5E-05;0.079199;0.073341;0.005858;0
21.500.514/0001-86;2016-10-01;1;2016-10-31;1;;;;;;;;;;;;;;;;103793432.18;103755202.88;1030000;100.733206679612;0.000178;7.2E-05;0.008988;5.4E-05;0.008934;0
21.500.514/0001-86;2016-11-01;1;2016-11-30;1;;;;;;;;;;;;;;;;104007455.23;103966986.93;1030000;100.938822262136;0.000168;7.2E-05;0.002065;0.002041;2.4E-05;0
21.500.514/0001-86;2016-12-01;1;2016-12-30;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;124128443.07;124081701.61;1230974;100.799612022675;0.000158;6.8E-05;-0.106153;-0.106153;0;0
22.211.522/0001-75;2016-10-01;1;2016-10-31;1;;;;;;;;;;;;;;;;196367492.43;195060638.89;180;1083670.21605556;0.00663496278575118;;0.00364;0.00364;;
22.211.522/0001-75;2016-11-01;1;2016-11-30;1;;;;;;;;;;;;;;;;197137510.67;195764072.29;180;1087578.17938889;0.006949;;0.003606;0.003606;;
22.211.522/0001-75;2016-12-01;1;2016-12-30;1;;1;;;;;;;;;;;;;;197993703.41;196541539.32;180;1091897.44066667;0.00732132;;0.003971;0.003971;;
22.340.978/0001-35;2016-10-01;1;2016-10-31;4;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;85847434.03;85831434.03;71.10036194;1207187.01970085;0.0116507432422774;0;0.010857;0.010857;0;0
22.340.978/0001-35;2016-11-01;1;2016-11-30;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86901759.16;86879925.83;71.10036194;1221933.66474444;0.000115101387397213;5.75506936986067E-05;0.012216;0.012216;0;0
22.340.978/0001-35;2016-12-01;1;2016-12-30;4;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;77045406.43;76977986.24;71.10036194;1082666.58761822;0.00013;6.5E-05;-0.113973;-0.113973;0;0
22.646.161/0001-90;2016-10-01;1;;2;;;;;;;;;;;;;;;;48004031.9;47887241.89;48038.46844;996.851969787736;0.000313;0;4E-06;4E-06;0;0
22.646.161/0001-90;2016-11-01;1;;3;;;;;;;;;;;;;;;;56086376.41;55966671;56138.4684;996.939756197552;0.000268;0;8.8E-05;8.8E-05;0;0
22.646.161/0001-90;2016-12-01;1;2016-12-30;3;;;;;;1;;;;;;;2;;;70969202.54;70836669.55;71042.21844;997.106665662847;0.000212;0;0.000167;0.000167;0;0
23.120.098/0001-16;2016-10-01;1;2016-10-31;32;;;;;;;;;;;;;;;;219400742.62;219354001.02;2190609.0286;100.133797567788;0.000114;0;0.000138;0.000138;0;0
23.120.098/0001-16;2016-11-01;1;2016-11-30;32;;;;;;;;;;;;;;;;219494175.09;219441849.49;2190609.0286;100.173899872148;0.000114;0;0.0004;0.0004;0;0
23.120.098/0001-16;2016-12-01;1;2016-12-30;32;31;0;0;0;0;1;0;0;0;0;0;0;0;0;0;219580363.54;219513951.48;2190609.0286;100.20681400199;0.000116665568759229;0;0.000328568619171188;0.000328568619171188;0;0
23.177.717/0001-09;2016-10-01;1;2016-10-31;3;;;;;;;;;;;;;;;;215823941.24;214976056.03;1985373.65;108.27989785701;0.000549;8.8E-05;0.015909;0.015909;0;0
23.177.717/0001-09;2016-11-01;1;2016-11-30;3;;;;;;;;;;;;;;;;201666137.35;200778754.61;1985373.65;101.128951021386;0.000551;3.7E-05;-0.066042;-0.066042;0;0
23.177.717/0001-09;2016-12-01;1;2016-12-30;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;202689362.07;201773009.28;1985373.65;101.629740719083;0.000585;6.4E-05;0.004955;0.004955;0;0
23.179.381/0001-13;2016-10-01;2;;1;;;;;;;;;;;;;;;;46186257.32;46148439.8;88300;522.632387315968;0.000217;0.000325;0.03371;0.03371;0;0
23.179.381/0001-13;2016-11-01;1;;1;;;;;;;;;;;;;;;;47153784.82;47110473.41;88300;533.527445186863;0.000212;0.000318;0.020847;0.020847;0;0
23.179.381/0001-13;2016-12-01;1;2016-12-31;1;;;;;;1;;;;;;;;;;56391115.45;55000905.99;88300;622.886817553794;0.000182;0.000273;0.195435;0.167488;0.027947;0
23.740.552/0001-31;2016-10-01;1;2016-10-31;1;;;;;;;;;;;;;;;;10037145.5;9987141.74;10350;964.941230917874;0.001001;0.000501;-0.004609;-0.004609;0;0
23.740.552/0001-31;2016-11-01;1;2016-11-30;1;;;;;;;;;;;;;;;;10011066.2;9953145.34;10350;961.656554589372;0.001005;0.000502;-0.003404;-0.003404;0;0
23.740.552/0001-31;2016-12-01;1;2016-12-30;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;10020969.37;9954342.16;103500;96.1772189371981;0.001005;0.000502;0.000117;0.000117;0;0
23.740.575/0001-46;2016-10-01;1;2016-10-31;4;;;;;;;;;;;;;;;;117179741.69;117097444.78;114878;1019.32001584289;0.00083;4.3E-05;0.00797;0.00797;0;0
23.740.575/0001-46;2016-11-01;1;2016-11-30;4;;;;;;;;;;;;;;;;115397637.95;115302915.57;114878;1003.69884198889;0.000437;4.4E-05;0.008416;-0.015325;0.023741;0
23.740.575/0001-46;2016-12-01;1;2016-12-30;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;116917397.88;115644008.79;114878;1006.66801989937;0.000437;4.4E-05;0.008164;0.00296;0.005204;0
23.768.027/0001-24;2016-12-01;1;2016-12-31;1;;;;;;;;;;;;;1;;;353132608;351706994.85;322214000;1.09153231966954;8.5E-05;;0.060178;0.060178;;
23.768.932/0001-84;2016-12-01;1;2016-12-31;1;;;;;;;;;;;;;1;;;153627361.51;153606956.61;125968265;1.2194099570237;0.000134;;0.202961;0.202961;;
23.781.211/0001-04;2016-11-01;1;2016-11-30;1;;;;;;;;;;;;;;;;698652540.84;145275503.32;1541860;94.2209430947038;0.000511;0;0.00659;0.00659;0;0
23.781.211/0001-04;2016-12-01;1;2016-12-31;1;;;;;;;;;;;;;1;;;895624223.62;243672480.99;2673860;91.1313535450622;0.000362;0;0.084229;-0.03279;0.117019;0
23.876.086/0001-16;2016-11-01;1;2016-11-30;5;;;;;;;;;;;;;;;;13811206.34;13796206.34;137500;100.336046109091;0.1087;0;0.00336;0.00336;0;0
23.876.086/0001-16;2016-12-01;1;2016-12-30;5;;;;;;;1;;4;;;;;;;13834314.32;13804314.32;137500;100.395013236364;0.002173;;0.000588;0.000588;;
26.191.053/0001-20;2016-12-01;1;2016-12-30;1;;1;;;;;;;;;;;;;;8959991.2;1008809.4;10100;99.8821188118812;0.001171;0;-0.001178;-0.001178;0;0
26.195.121/0001-20;2016-11-01;1;2016-11-30;10;;;;;;;;;;;;;;;;1787.55;-4415.33;50;-88.3066;0;0;-13.131317;-13.131317;0;0
26.195.121/0001-20;2016-12-01;1;2016-12-31;10;2;;;;;8;;;;;;;;;;1921466.49;1910347.15;20001;95.5125818709064;0.00732851094629581;0.00378709702055985;431.575181;431.575181;0;0
